id,section,difficulty,question_no,type,question,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_I,answer,source_answer,validation_note,validation_source,source_file
S128Q02,128,medium,2,TC1,The ability of the Grand Banks cod fishery to sustain intensive cod harvesting for many years gave it a reputation for _____ that deceived even scientifically sophisticated observers.,hazardousness,insurmountability,unpredictability,inexhaustibility,inscrutability,,,,,D,D,,,TCSE_101-150.pdf
S128Q03,128,medium,3,TC2,"In general memoirs focus sharply on particular, and particularly memorable, events rather than on the entire life. This (i)_____ structure inevitably emphasizes drama at the expense of (ii)_____.",circular,episodic,panoramic,excitement,completeness,plausibility,,,,B|E,B|E,,,TCSE_101-150.pdf
S128Q04,128,medium,4,TC2,"Her lecture was entertaining though unoriginal: she hoped that by (i)_____ her audience, she could (ii)_____ the hackneyed observations on which her argument depended.",amusing,goading,boring,compensate for,accentuate,allude to,,,,A|D,A|D,,,TCSE_101-150.pdf
S128Q05,128,medium,5,TC3,"The quiet, careful member of a collaborative, creative pair may naturally be (i)_____ by posterity in comparison with the brash, dramatic one. Braque and Picasso created Cubism together, but the mercurial Picasso is regarded as the star of the movement while Braque, because he was so much more (ii)_____, has been relatively (iii)_____ by history.",diminished,scrutinized,favored,understated,gifted,pretentious,neglected,manipulated,tolerated,A|D|G,A|D|G,,,TCSE_101-150.pdf
S128Q06,128,medium,6,TC3,"Strains of Prochlorococcus plankton have such (i)_____ sequences at their small subunit RNA genes that they would be considered the same species by the normal criteria used by microbiologists. By contrast, the same strains exhibit such ecological (ii)_____ that they would be considered (iii)_____ species by normal ecological criteria.",similar,unusual,complex,consistency,diversity,vigor,endemic,discrete,ancestral,A|E|H,A|E|H,,,TCSE_101-150.pdf
S128Q07,128,medium,7,SE,"In a major _____ for bat populations in the United States, on average 90 percent of the hibernating bats in four important caves and mines in New York died in the space of one year.",achievement,reversal,venture,calamity,undertaking,disaster,,,,D|F,D|F,,,TCSE_101-150.pdf
S128Q08,128,medium,8,SE,"Human and animal shyness are not _____: in humans, shyness refers to an individual’s awkwardness and apprehension in social situations, a different meaning than that used for animals.",prevalent,comparable,useful,disadvantageous,detrimental,analogous,,,,B|F,B|F,,,TCSE_101-150.pdf
S128Q09,128,medium,9,SE,"Spiderwebs suspended on flexible supports _____ even in low airflow in patterns that are erratic, enhancing the probability of insect capture over a volume of space.",stretch,waver,contract,shrink,oscillate,attenuate,,,,B|E,B|E,,,TCSE_101-150.pdf
S128Q10,128,medium,10,SE,"Enlightened thinkers in late-eighteenth-century Europe broadly endorsed the concept of progress, yet theories of progress were usually _____ a strong streak of pessimism, a sense of the challenges inherent in the human condition.",rooted in,requisite for,essential for,contradicted by,tempered by,moderated by,,,,E|F,E|F,,,TCSE_101-150.pdf
S129Q01,129,medium,1,TC1,"It can be extremely difficult to uncover direct evidence of conspiracies, given that such activities are by their very nature _____.",interminable,laborious,provocative,illicit,surreptitious,,,,,E,E,,,TCSE_101-150.pdf
S129Q02,129,medium,2,TC1,"For the early years of the twentieth century, ecology remained essentially a ______ science: ecologists went into the field, counted plants and animals, made lists, and that was pretty much that.",lay,resilient,descriptive,theoretical,pragmatic,,,,,C,C,,,TCSE_101-150.pdf
S129Q03,129,medium,3,TC2,"Around the early 1980s, technology companies began creating the first portable machines that resemble today’s laptop computers. Still, for many years, large and bulky desktop computers (i)________ the market, because you always had to (ii)________ something for portability. Compared with laptops, desktops had more power, bigger screens, more comfortable keyboards, and more storage space.",found little room in,held sway in,lost share in,enhance,sacrifice,delay,,,,B|E,B|E,,,TCSE_101-150.pdf
S129Q04,129,medium,4,TC2,"Intuitively, something is considered to the matter if, and only if, there is mass along with energy and/or momentum associated with it. In other words, possession of mass along with energy and/or momentum is regarded as (i)________, rather than (ii)________, property of matter.",an optimal,an essential,a contingent,a unique,an irreducible,an accidental,,,,B|F,B|F,,,TCSE_101-150.pdf
S129Q05,129,medium,5,TC2,"While several relationships fell by the wayside under the pressure of conflicting opinion, none was more affecting to the writer than her relationship with her brother. Her letters document a steady (i)________ of feeling: intense pride in him giving way to more moderate respect, trust (ii)________ as feeling of betrayal come to dominate.",emergence,cessation,erosion,materializing,intensifying,evaporating,,,,C|F,C|F,,,TCSE_101-150.pdf
S129Q06,129,medium,6,TC3,"With so many scientific papers chasing so few pages in the most prestigious journals, the winners could be the ones most likely to oversell themselves—to trumpet amazing or important results that later turn out to be false. This would produce a (i)_____ picture of scientific knowledge, with less (ii)_____ but more (iii)_____ results either relegated to obscure journals or left unpublished.",comprehensive,bewildering,distorted,dramatic,threatening,arbitrary,controversial,obvious,accurate,C|D|I,C|D|I,,,TCSE_101-150.pdf
S129Q07,129,medium,7,SE,We hold our breath so naturally and casually that it may come as a surprise to learn that the full details of this ability still _____ scientists.,impress,mollify,elude,placate,divide,puzzle,,,,C|F,C|F,,,TCSE_101-150.pdf
S129Q08,129,medium,8,SE,"The work is alive and heterodox, the kind of ambitious failure that is more _____ than many finely crafted critical successes.",compelling,interesting,innovative,lauded,inspired,celebrated,,,,A|B,A|B,,,TCSE_101-150.pdf
S129Q09,129,medium,9,SE,"In the face of competition from the Internet, television’s beleaguered leaders should take heart: disruptive technologies nearly always _____ new ways to profit, sometimes even for the incumbent players whose business model is being upended.",obviate,clarify,preclude,beget,create,imitate,,,,D|E,D|E,,,TCSE_101-150.pdf
S129Q10,129,medium,10,SE,"Prior to fermentation, cacao seeds are not _____: they begin as something like apple pits and need fermentation to develop the chocolate taste.",marketable,palatable,recognizable,appetizing,nourishing,nutritious,,,,B|D,B|D,,,TCSE_101-150.pdf
S130Q01,130,medium,1,TC1,The ancient Greek philosopher Socrates displayed great _____ in accepting his sentence of death for corrupting the morals of Athenian youth and for advocating religious heresies; he resisted efforts to save his life and willingly drank the cup of poison given him.,elation,stoicism,elitism,erudition,skepticism,,,,,B,B,,,TCSE_101-150.pdf
S130Q02,130,medium,2,TC1,"In the Middle Ages, Europeans placed the holy city of Jerusalem at the center of maps, reflecting the prevailing _____ of the era.",iniquity,parsimony,anthropocentrism,cosmology,proximity,,,,,C,C,,,TCSE_101-150.pdf
S130Q03,130,medium,3,TC2,The widespread (i)_____ that has accompanied economic growth is not the result of the people’s adopting the leader’s own standards. Her personal (ii)_____ is recognized by all.,conformity,corruption,frugality,influence,integrity,traditionalism,,,,B|E,B|E,,,TCSE_101-150.pdf
S130Q04,130,medium,4,TC2,The uncanny likeness of unrelated butterflies can be (i)_____ as an adaptation whereby edible butterflies imitate the coloration of venomous butterfly species that potential predators (ii)_____.,understood,rationalized,misconstrued,seek to avoid,cannot detect,find irresistible,,,,A|D,A|D,,,TCSE_101-150.pdf
S130Q05,130,medium,5,TC2,"It is possible to (i)_____ the benefits of diplomatic dialogue, because although it can certainly alleviate some of the problems that afflicts us, it is not a (ii)_____.",overstate,compromise,extend,panacea,placebo,liability,,,,A|D,A|D,,,TCSE_101-150.pdf
S130Q06,130,medium,6,TC3,"It is a common complaint that female explorers have been unfairly (i)_____ in modern historical accounts. Amelia Earhart, Freya Stark, and Gertrude Bell may be (ii)_____, but only a special would recognize the names of Fanny Workman or Janet Wulsin. Whether that is a matter of (iii)_____ or a fair reflection of their achievements is debatable.",scrutinized,ignored,attacked,well enough known,largely overlooked,subject to criticism,analysis,prejudice,objectivity,B|D|H,B|D|H,,,TCSE_101-150.pdf
S130Q07,130,medium,7,SE,"The arrival of the manual describing procedures for adding content to the Web site may mark a new, more _____ phase in the site’s history, and some contributors will no doubt become nostalgic for the unpredictable do-it-yourself days.",fickle,reticent,indecisive,sober,prescribed,staid,,,,D|F,D|F,,,TCSE_101-150.pdf
S130Q08,130,medium,8,SE,"Madame Germaine de Stael, famous for her opinionated views, sometimes made enemies with her _____ comments.",caustic,acerbic,eccentric,laudatory,placatory,conciliatory,,,,A|B,A|B,,,TCSE_101-150.pdf
S130Q09,130,medium,9,SE,"Many people perceive an unearned grandiosity at work in the news business and given that perception, it should be no surprise that they have such a strong _____ for the business.",preference,passion,esteem,disdain,fervor,contempt,,,,D|F,D|F,,,TCSE_101-150.pdf
S130Q10,130,medium,10,SE,"The archives of the museum, containing a plethora of documents that shed light on Picasso’s work, may, for a time, give us the illusion of total comprehension, but in the end it seems that Picasso is no more _____ than he ever was.",orthodox,abstract,prolific,understandable,transparent,conceptual,,,,D|E,D|E,,,TCSE_101-150.pdf
S131Q01,131,medium,1,TC1,The fact that there are so many varieties of youthful dissent indicates that there is considerably less _____ to this counterculture than has been suggested.,hypocrisy,relevance,spontaneity,degeneracy,coherence,,,,,E,E,,,TCSE_101-150.pdf
S131Q02,131,medium,2,TC1,The mountain pine beetle is not _____ like other major pests ravaging much of the American landscape: it is native to the western pine forests.,an interloper,a nuisance,an anomaly,a mystery,a predator,,,,,A,A,,,TCSE_101-150.pdf
S131Q03,131,medium,3,TC2,"Seemingly to compensate for the (i)_____ nature of her subject, in her review the theater critic (ii)_____ a casual chatty style.",undemanding,rarefied,well-defined,opted for,misused,invited,,,,B|D,B|D,,,TCSE_101-150.pdf
S131Q04,131,medium,4,TC2,"Because scientific breakthroughs tend to occur when a prevailing theory's predictions start to fail, scientists sometimes find it (i)_____ when a theory persists—as the standard model of particle physics has done—in making (ii)_____ predictions.",productive,frustrating,surprsing,bold,abstract,correct,,,,B|F,B|F,,,TCSE_101-150.pdf
